id,create_date,write_uid,create_uid,message_last_post,ref,write_date,product_id,name,product_uom_id,life_date,removal_date,alert_date,use_date,origin,variety,brand
1420,3/11/19 20:14,1,8,,,3/11/19 20:15,219,R 30/7/19,21,9/7/2019 20:13,7/30/19 3:00,,,,,
1097,12/20/18 16:23,8,8,,,3/11/19 20:16,215,E 30/5/19,21,6/18/2019 16:23,5/30/19 3:00,,,,,
1259,2/5/19 17:56,8,8,,,3/11/19 20:16,215,A 15/7/19,21,8/4/2019 17:56,7/15/19 3:00,,,,,
1422,3/11/19 20:16,1,8,,,3/11/19 20:19,215,R 15/7/19,21,9/7/2019 20:16,7/15/19 3:00,,,,,
1262,2/5/19 18:29,8,8,,,3/11/19 20:20,211,A 15/7/19,21,8/4/2019 18:29,7/15/19 3:00,,,,,
1424,3/11/19 20:20,1,8,,,3/11/19 20:21,211,R 15/7/19,21,9/7/2019 20:20,7/15/19 20:20,,,,,
11,7/10/18 18:48,8,9,,,2/27/20 18:39,434,7/3/2020,3,,3/7/20 18:48,,,,,
3066,11/19/19 13:02,8,8,,recepcion 19/11/19,2/17/20 14:52,466,19/11/20,3,,11/19/20 3:00,,,,,
42,7/11/18 14:33,9,9,,,10/10/19 15:42,454,6/8/2019,11,,8/6/19 14:33,,,,,
239,7/27/18 20:00,9,9,,,10/10/19 15:42,454,5/8/2019,11,,8/6/19 20:00,,,,,
5259,10/20/20 10:55,1,9,,,11/17/20 19:27,3116,G 17/7/21,46,,7/17/21 3:00,,,,,
820,10/31/18 18:34,9,8,,,12/10/19 19:48,267,10/4/19 L.03,1,4/29/2019 18:34,4/10/19 18:34,,,,,
151,7/11/18 18:29,9,9,,,3/11/20 15:03,241,A-22/12/18,25,1/7/2019 18:29,12/22/18 18:28,,,,,
40,7/11/18 14:28,9,9,,Lote N° P-18-10330,8/12/20 14:45,458,31/5/19,3,,5/31/19 14:29,,,,,
208,7/23/18 15:41,8,9,,Recibidos en TR el 19/7/18.,2/13/20 18:59,453,19/7/19,3,,7/19/19 15:41,,,,,
245,7/27/18 20:04,8,9,,,2/13/20 18:59,453,15/7/19,3,,7/15/19 20:04,,,,,
483,9/10/18 20:50,8,9,,,2/28/20 18:04,244,A 27/2/19,20,3/9/2019 20:49,2/27/19 20:49,,,,,
431,9/7/18 19:52,9,6,,,1/17/20 15:48,231,A 11/18,20,,11/30/18 13:49,,,,,
835,11/2/18 15:10,8,8,,,1/21/20 18:29,256,7/4/19 LOTE:610,1,5/1/2019 15:10,4/7/19 15:10,,,,,
360,8/14/18 20:55,8,8,,,8/20/20 12:28,446,13/8/19,3,,8/13/19 20:55,,,,,
729,10/22/18 13:06,9,9,,,1/30/20 12:39,243,A 16/4/19,1,4/20/2019 13:06,4/16/19 13:05,,,,,
721,10/22/18 12:39,9,9,,,1/30/20 12:44,245,A 16/4/19,25,4/20/2019 12:39,4/16/19 12:38,,,,,
41,7/11/18 14:30,8,9,,,11/21/19 13:13,430,30/4/19,3,,4/30/19 14:31,,,,,
1402,3/7/19 16:47,9,9,,,10/26/20 15:08,248,30/8/19 LOTE:62,26,9/3/2019 16:47,8/30/19 16:47,,,,,
3068,11/19/19 15:12,1,8,,,11/25/19 19:25,271,5/5/20 L.03,1,5/17/2020 15:12,5/5/20 3:00,,,,,
228,7/27/18 14:05,8,9,,Recibido 24/7/18.,11/21/19 13:13,430,24/7/19,3,,7/15/19 20:11,,,,,
1139,1/8/19 15:35,8,8,,,1/21/20 18:31,255,15/6/19 LOTE:616,1,7/7/2019 15:35,6/15/19 3:00,,,,,
238,7/27/18 19:59,8,9,,,11/21/19 13:13,430,15/7/19,3,,7/15/19 19:59,,,,,
3014,11/11/19 13:16,9,9,,,6/29/20 11:58,225,X 25/4/20,25,,4/25/20 18:40,,,,,
417,8/30/18 17:15,8,8,,lot. T14605001,2/20/20 18:28,449,29/8/19,3,,8/29/19 17:17,,,,,
3922,3/26/20 14:11,9,9,,,6/29/20 11:58,225,G 6/9/20,25,,,,,,,
4584,7/30/20 12:14,1,8,,,8/14/20 14:52,267,1/1/21 L.03,1,,1/1/21 12:14,,,,,
6247,3/4/21 12:28,1,8,,,3/8/21 13:27,216,X 19/11/21,20,,,,,,,
800,10/29/18 17:36,9,8,,18000190,1/25/21 12:37,427,10/5/2019,3,,5/10/19 17:36,,,,,
268,7/27/18 20:46,8,9,,,2/17/21 14:27,431,20/7/19,3,,7/20/19 20:46,,,,,
36,7/11/18 14:23,8,9,,,2/17/21 14:28,443,5/1/2019,3,,1/8/19 14:23,,,,,
737,10/22/18 13:24,6,9,,,12/9/20 19:32,226,B 28/4/19,41,4/20/2019 13:24,4/28/19 13:24,,,,,
4585,7/30/20 14:35,9,9,,,12/23/20 14:43,2910,2/2/21 L.01,3,,2/2/21 3:00,,,,,
2736,10/3/19 14:31,9,9,,,12/23/20 14:44,2911,4/4/20 L.02,3,,4/5/20 14:31,,,,,
4586,7/30/20 14:38,9,9,,,12/23/20 14:44,2911,1/1/21 L.04,3,,1/4/21 3:00,,,,,
233,7/27/18 19:56,8,9,,,2/17/21 14:28,443,15/7/19,3,,7/15/19 19:56,,,,,
1224,1/29/19 15:53,8,9,,,2/17/21 14:28,443,8/1/2019,3,,1/8/19 15:53,,,,,
1023,12/11/18 15:00,9,9,,,3/5/21 18:37,249,7/6/19 LOTE:343,26,6/9/2019 15:00,6/7/19 14:59,,,,,
2987,11/5/19 16:53,9,9,,,3/5/21 13:18,213,G 25/4/20,25,5/3/2020 16:53,4/25/20 3:00,,,,,
1079,12/19/18 14:14,9,9,,,3/5/21 18:37,249,15/6/19 LOTE:351,26,6/17/2019 14:13,6/15/19 14:12,,,,,
66,7/11/18 15:43,8,9,,,11/19/19 15:12,271,11/11/18 L.01,1,,11/11/18 15:43,,,,,
68,7/11/18 15:45,8,9,,,3/5/20 12:24,275,20/10/18 L.03,1,,10/20/18 15:45,,,,,
1290,2/8/19 18:42,9,9,,,3/9/20 19:44,272,28/7/19 L.02,1,8/7/2019 18:41,7/28/19 18:41,,,,,
22,7/11/18 14:01,8,9,,,3/8/21 13:56,457,10/4/2019,3,,4/10/19 14:01,,,,,
1138,1/7/19 20:25,8,8,,,9/25/19 17:57,232,B 6/6/19,20,7/6/2019 20:25,6/6/19 3:00,,,,,
145,7/11/18 18:25,9,9,,,1/30/20 12:44,245,A-22/12/18,25,1/7/2019 18:25,12/22/18 18:24,,,,,
665,10/5/18 20:35,8,9,,,3/4/20 18:42,216,E 28/3/19,20,4/3/2019 20:35,3/28/19 20:34,,,,,
161,7/11/18 20:18,8,9,,,11/19/19 15:12,271,11/11/18 L.02,1,1/7/2019 20:18,11/11/18 20:18,,,,,
1280,2/7/19 19:05,8,9,,,2/20/20 18:28,449,2/11/2019,3,,11/2/19 19:05,,,,,
536,9/17/18 17:32,9,8,,,9/8/20 17:17,264,5/3/19 L.01,1,,3/5/19 18:14,,,,,
631,10/1/18 19:36,9,6,,,9/8/20 17:17,264,DESECHO,1,3/30/2019 19:36,12/10/18 14:14,,,,,
1183,1/21/19 14:10,8,8,,1812,3/8/21 13:56,457,5/8/2020,3,,8/5/20 3:00,,,,,
3106,11/28/19 14:02,9,9,,,2/20/20 12:51,230,G 23/5/20,22,,5/23/20 3:00,,,,,
725,10/22/18 12:55,9,9,,,1/30/20 12:45,237,A 16/4/19,25,4/20/2019 12:55,4/16/19 12:54,,,,,
255,7/27/18 20:38,9,9,,,1/25/21 12:37,427,20/7/19,3,,7/20/19 20:38,,,,,
2880,10/21/19 13:58,9,9,,,11/10/20 16:44,228,E 30/4/20,1,4/18/2020 13:58,4/30/20 13:58,,,,,
3642,2/20/20 18:11,9,9,,,7/17/20 1:29,274,31/7/20 L.03,29,8/18/2020 18:11,8/2/20 3:00,,,,,
172,7/11/18 20:35,8,9,,,11/19/19 15:12,271,20/10/18 L.03,1,1/7/2019 20:35,10/20/18 20:35,,,,,
3424,1/20/20 17:02,9,9,,,2/27/20 17:40,440,31/1/21 ,3,,1/31/21 3:00,,,,,
114,7/11/18 17:26,8,9,,,11/4/19 19:16,251,12/12/2018,1,,12/12/18 20:21,,,,,
471,9/10/18 20:29,8,9,,,11/19/19 15:12,271,15/2/19,1,3/9/2019 20:29,2/15/19 20:29,,,,,
450,9/10/18 18:13,8,9,,,11/4/19 19:16,251,13/2/19 LOTE:605,1,3/9/2019 18:13,2/13/19 18:12,,,,,
1131,1/2/19 15:06,8,9,,,2/11/20 19:23,450,Lote vto. 25/9/19,3,,9/25/19 15:06,,,,,
4286,6/12/20 17:39,1,8,,,7/21/20 16:37,423,30/11-21,3,,11/30/21 3:00,,,,,
554,9/17/18 20:42,8,9,,,2/13/20 18:59,468,31/8/19,3,,8/31/19 20:41,,,,,
726,10/22/18 12:56,9,9,,,2/4/21 13:30,238,A 16/4/19,22,4/20/2019 12:56,4/16/19 12:55,,,,,
8,7/10/18 18:43,8,9,,,12/18/19 16:07,436,3/5/2019,3,,5/3/19 18:42,,,,,
109,7/11/18 17:14,8,9,,,1/21/20 18:29,256,21/12/18,1,,12/21/18 17:14,,,,,
265,7/27/18 20:44,9,9,,,2/27/20 17:39,438,20/7/19,3,,7/20/19 20:44,,,,,
980,12/4/18 13:24,8,9,,,2/27/20 18:39,434,11/5/2020,3,,5/11/20 13:23,,,,,
3447,1/23/20 19:03,9,9,,,2/4/21 12:47,212,M 18/7/20,1,7/21/2020 19:03,7/18/20 3:00,,,,,
126,7/11/18 17:56,9,9,,,2/17/20 13:01,221,W-12/18,25,,12/31/18 17:56,,,,,
2604,9/19/19 17:23,9,9,,,5/26/20 11:58,224,P 16/3/20,1,3/17/2020 17:22,3/16/20 17:22,,,,,
856,11/8/18 13:44,8,8,,,2/21/20 18:00,455,30/7/19,3,,7/30/18 13:44,,,,,
90,7/11/18 16:19,6,9,,,2/17/20 18:29,268,11/11/18 L.01,1,,11/11/18 16:19,,,,,
823,11/1/18 14:57,9,9,,,12/23/20 14:49,269,10/4/19 L.03,31,4/30/2019 14:57,4/10/19 14:56,,,,,
1248,2/4/19 12:56,8,8,,,3/4/20 18:42,216,A 15/7/19,20,8/3/2019 12:56,7/15/19 3:00,,,,,
38,7/11/18 14:24,8,9,,,5/18/20 13:18,435,16/11/19,3,,11/16/19 14:24,,,,,
3927,3/26/20 14:35,9,9,,,5/26/20 11:58,224,G 21/9/20,1,,9/21/20 3:00,,,,,
94,7/11/18 16:27,6,9,,,8/25/20 15:30,254,4/12/2018,1,,12/4/18 16:27,,,,,
3669,2/26/20 15:49,9,9,,,11/24/20 13:11,424,21/11/20 ,3,,11/21/20 3:00,,,,,
3419,1/20/20 1:07,8,9,,,2/27/20 18:39,434,20/4/21 ,3,,4/20/21 3:00,,,,,
256,7/27/18 20:39,8,9,,,2/20/20 18:35,451,20/7/19,3,,7/20/19 20:38,,,,,
661,10/4/18 18:53,8,8,,,1/21/20 18:29,256,24/3/19 LOTE:608,1,4/2/2019 18:53,3/24/19 18:53,,,,,
1150,1/8/19 20:49,8,9,,,1/21/20 18:29,256,15/6/19 LOTE:616,1,7/7/2019 20:49,6/15/19 20:49,,,,,
111,7/11/18 17:18,8,9,,,1/21/20 18:31,255,30/12/18,1,,12/30/18 17:18,,,,,
112,7/11/18 17:19,8,9,,,1/21/20 18:31,255,4/12/2018,1,,12/4/18 17:19,,,,,
452,9/10/18 18:15,8,9,,,1/21/20 18:31,255,13/2/19 LOTE:605,1,3/9/2019 18:15,2/13/19 18:15,,,,,
561,9/18/18 18:46,8,8,,,1/21/20 18:31,255,5/3/19 LOTE:606,1,,3/5/19 18:17,,,,,
3670,2/26/20 15:50,9,9,,,11/24/20 13:11,424,21/11/20  ,3,,11/21/20 3:00,,,,,
432,9/7/18 19:53,9,6,,,2/14/20 17:23,223,A 11/18,20,,11/30/18 13:49,,,,,
987,12/6/18 13:22,9,8,,,2/14/20 17:23,223,E 30/5/19,20,6/4/2019 13:21,5/30/19 3:00,,,,,
3143,12/3/19 14:31,9,8,,,2/14/20 17:23,223,M 10/5/20,20,,5/10/20 14:31,,,,,
3643,2/20/20 18:13,9,9,,,7/17/20 1:29,274,31/7/20 L.04,29,,8/3/20 3:00,,,,,
927,11/23/18 15:41,9,8,,,11/24/20 13:11,424,23/11/19,3,,11/23/19 15:41,,,,,
614,9/27/18 15:02,9,8,,,12/27/19 19:58,253,20/3/2019 LOTE: 264,1,3/26/2019 15:02,3/20/19 15:02,,,,,
519,9/13/18 19:45,9,8,,,12/10/19 19:48,267,15/2/19 L.02,1,,2/15/19 18:07,,,,,
656,10/4/18 16:15,9,8,,,12/27/19 19:58,253,30/3/19 LOTE:274,1,4/2/2019 16:14,3/30/19 16:14,,,,,
553,9/17/18 20:38,9,9,,,8/14/19 15:32,459,22/1/19,3,,1/22/19 20:37,,,,,
1651,4/22/19 13:11,9,9,,,12/23/20 14:49,269,20/9/19 L.04,31,10/19/2019 13:11,9/23/19 13:11,,,,,
1419,3/11/19 20:12,6,8,,,12/9/20 19:32,226,R 30/7/19,41,9/7/2019 20:12,7/30/19 3:00,,,,,
1557,4/3/19 18:01,6,8,,,12/9/20 19:32,226,B 15/8/19,41,9/30/2019 18:01,8/15/19 18:01,,,,,
4310,6/22/20 13:46,9,9,,,12/23/20 14:43,2910,12/12/20 L.02,3,,12/12/20 3:00,,,,,
3109,11/29/19 13:24,9,9,,,12/23/20 14:44,2911,6/6/20 L.02,3,,6/7/20 3:00,,,,,
3499,1/31/20 12:11,9,9,,,12/23/20 14:44,2911,30/7/20 L.01,3,,7/30/20 3:00,,,,,
2605,9/20/19 12:36,9,9,,,3/5/21 13:20,222,M 16/3/20,22,3/18/2020 12:35,3/16/20 12:35,,,,,
5036,9/22/20 12:42,1,8,,,1/19/21 14:09,216,G 28/2/21,20,,2/28/21 12:42,,,,,
1267,2/6/19 20:03,8,9,,,9/25/19 17:55,236,A 22/7/19,20,8/5/2019 20:03,7/22/19 20:03,,,,,
1010,12/10/18 13:23,9,9,,,3/11/20 15:03,241,C 7/6/19,25,6/8/2019 13:22,6/7/19 13:21,,,,,
46,7/11/18 14:36,8,9,,,11/19/19 14:32,445,25/12/18,3,,12/25/18 14:37,,,,,
241,7/27/18 20:01,8,9,,,11/19/19 14:32,445,15/7/19,3,,7/15/19 20:01,,,,,
424,9/4/18 15:21,8,8,,10052018,2/21/20 18:00,455,30/5/19,3,,5/31/19 15:21,,,,,
917,11/21/18 14:53,8,8,,,11/4/19 19:16,251,14/5/19 LOTE:613,1,,5/14/19 14:13,,,,,
977,12/3/18 20:26,8,8,,1811,9/22/20 18:12,465,31/5/20,3,,5/31/20 3:00,,,,,
3107,11/28/19 19:50,9,9,,,5/26/20 11:58,224,M 23/5/20,1,5/26/2020 19:50,5/23/20 3:00,,,,,
550,9/17/18 20:24,8,9,,,11/19/19 14:32,445,16/12/18,3,,12/16/18 20:23,,,,,
517,9/13/18 19:03,6,8,,,8/25/20 15:30,254,5/3/19 LOTE:249,1,,3/5/19 18:06,,,,,
964,11/29/18 18:49,6,8,,,8/25/20 15:30,254,14/5/19 LOTE:319,1,,5/14/19 14:50,,,,,
1682,4/25/19 15:12,9,9,,,12/23/20 14:49,269,20/10/19 L.01,31,10/22/2019 15:12,10/20/19 15:12,,,,,
1919,5/31/19 13:24,9,9,,,12/23/20 14:49,269,20/11/19 L.02,31,11/27/2019 13:24,11/21/19 13:24,,,,,
55,7/11/18 15:26,8,9,,,3/5/20 12:24,275,7/12/18 L.01,1,,12/7/18 15:26,,,,,
1623,4/15/19 13:05,8,8,,,11/19/19 15:12,271,20/9/19 L.03,1,10/12/2019 13:04,9/22/19 3:00,,,,,
428,9/7/18 19:40,8,6,,,3/4/20 18:42,216,E 12/18,20,,12/31/18 13:48,,,,,
266,7/27/18 20:45,9,9,,,2/27/20 17:40,440,20/7/19,3,,7/20/19 20:45,,,,,
1356,2/25/19 14:55,8,9,,,1/21/20 18:29,256,10/8/19 LOTE:618,1,8/24/2019 14:55,8/10/19 14:55,,,,,
1297,2/11/19 15:07,8,9,,,1/21/20 18:31,255,28/7/19 LOTE:617,1,8/10/2019 15:07,7/28/19 15:07,,,,,
2698,9/30/19 12:56,9,9,,,11/10/20 16:44,228,M 21/3/20,1,3/28/2020 12:56,3/21/20 12:56,,,,,
4318,6/22/20 14:39,1,8,,,7/2/20 20:56,250,2/12/20 Lote:157,1,,12/2/20 14:39,,,,,
1118,12/28/18 12:37,8,9,,,5/18/20 13:18,435,12/5/2020,3,,5/12/20 12:36,,,,,
63,7/11/18 15:40,8,9,,,1/28/20 13:04,263,20/10/18 L.02,1,,10/20/18 15:40,,,,,
841,11/6/18 14:03,9,9,,,2/27/20 17:39,438,B3 31/1/20,3,,1/31/20 14:02,,,,,
1217,1/28/19 20:48,9,9,,,3/11/20 15:03,241,B 22/7/19,25,7/27/2019 20:48,7/22/19 20:48,,,,,
537,9/17/18 17:37,9,8,,,12/27/19 17:47,260,5/3/19 L.02,1,,3/5/19 18:14,,,,,
1395,3/7/19 13:00,8,8,,EEM 080219,9/22/20 18:12,465,8/1/2020,3,,1/8/20 3:00,,,,,
180,7/11/18 20:45,9,9,,,3/5/20 14:55,209,A-11/18,22,1/7/2019 20:45,11/30/18 20:45,,,,,
2131,7/4/19 14:48,9,9,,,12/23/20 14:49,269,10/12/19 L.03,31,12/31/2019 14:48,12/12/19 14:48,,,,,
153,7/11/18 18:30,9,9,,,9/23/20 19:50,233,A-22/12/18,25,1/7/2019 18:30,12/22/18 18:30,,,,,
4935,9/7/20 12:54,1,8,,lote G-D2-008,10/28/20 12:20,451,30/08/2021,3,,8/30/21 3:00,,,,,
3065,11/19/19 12:20,1,8,,,12/19/19 19:59,232,C 21/4/20,20,,4/21/20 12:20,,,,,
3678,2/26/20 16:52,1,8,,,3/5/20 15:52,275,31/7/20 L.02,1,,,,,,,
2881,10/21/19 15:23,9,9,,,2/27/20 17:39,438,W4 3/1/21,3,,1/3/21 15:23,,,,,
2151,7/10/19 17:16,9,9,,Lote 0307 R11 P1 ,8/5/20 13:47,447,3/10/2019,3,,10/3/19 17:16,,,,,
318,8/7/18 20:20,9,8,,HLJ-D528-17249A,2/27/20 17:40,440,30/8/19,3,,8/30/19 3:00,,,,,
5261,10/20/20 11:23,1,9,,,10/20/20 11:23,3197,111,3,,,,,,,
419,8/31/18 14:04,9,9,,,2/27/20 17:40,440,31/12/18,3,,12/31/19 14:05,,,,,
496,9/11/18 0:30,9,9,,,2/14/20 17:23,223,B 28/2/19,20,3/10/2019 0:30,3/1/19 0:29,,,,,
469,9/10/18 20:27,8,9,,,1/28/20 13:04,263,5/3/2019,1,3/9/2019 20:27,3/5/19 20:26,,,,,
470,9/10/18 20:27,8,9,,,1/28/20 13:04,263,11/11/2018,1,3/9/2019 20:27,11/11/18 20:26,,,,,
1898,5/29/19 19:34,8,9,,,2/27/20 18:39,434,22/01/20,3,,1/22/20 19:33,,,,,
1266,2/6/19 20:01,8,9,,,2/28/20 18:04,244,D 22/7/19,20,8/5/2019 20:01,7/22/19 20:01,,,,,
520,9/13/18 20:06,8,8,,,1/28/20 13:04,263,15/2/19 L.02,1,,2/15/19 18:07,,,,,
624,10/1/18 16:36,9,8,,,2/14/20 17:23,223,B 28/3/19,20,3/30/2019 16:35,3/28/19 16:35,,,,,
646,10/2/18 20:15,9,9,,,2/14/20 17:23,223,E 28/3/19,20,3/31/2019 20:15,3/28/19 20:14,,,,,
704,10/16/18 18:23,9,8,,,2/14/20 17:23,223,E 28/4/19,20,,4/28/19 13:29,,,,,
1245,2/4/19 11:56,8,8,,,3/5/20 12:24,275,28/7/19 L.01,1,8/3/2019 11:56,7/28/19 3:00,,,,,
943,11/26/18 18:39,8,8,,,1/28/20 13:04,263,10/04/19 LO.03,1,5/25/2019 18:38,4/10/19 18:38,,,,,
1343,2/21/19 15:34,8,8,,,3/5/20 12:24,275,28/7/19 L.04,1,8/20/2019 15:34,7/28/19 3:00,,,,,
1616,4/11/19 18:29,8,6,,,9/25/19 17:57,232,A 26/9/19,20,,9/26/19 16:22,,,,,
364,8/17/18 15:47,8,9,,,2/27/20 18:39,434,16/11/19,3,,11/16/19 15:46,,,,,
965,11/29/18 19:13,8,8,,,3/5/20 12:24,275,10/4/19 L.04,1,,4/10/19 19:13,,,,,
3157,12/5/19 13:29,9,9,,,3/5/21 13:20,222,F 30/5/20,22,6/2/2020 13:29,5/30/20 3:00,,,,,
2,7/10/18 18:33,9,9,,Primera entrega Chino.,3/11/20 18:46,422,10/7/2019,3,,7/10/19 18:31,,,,,
959,11/27/18 20:53,8,8,,,1/28/20 13:04,263,5/3/19 L.01,1,,3/5/19 20:53,,,,,
2132,7/4/19 14:50,9,9,,,12/23/20 14:49,269,1/1/20 L.01,31,12/31/2019 14:50,1/1/20 14:50,,,,,
1688,4/25/19 18:15,8,8,,G-G2_012,2/20/20 18:28,449,15/11/2019 ,3,,11/15/19 3:00,,,,,
973,12/3/18 18:34,8,9,,,1/28/20 13:04,263,10/4/19 L.03,1,6/1/2019 18:33,4/10/19 18:33,,,,,
429,9/7/18 19:51,9,6,,,10/1/20 18:52,208,M 11/18,20,,11/30/18 13:48,,,,,
1325,2/18/19 13:28,8,8,,Lote 1,2/21/20 18:00,455,30/9/19,3,,9/30/19 3:00,,,,,
29,7/11/18 14:10,8,9,,Tati Procopio.,3/4/20 14:27,423,10/7/2019,3,,7/10/19 14:10,,,,,
23,7/11/18 14:01,8,9,,,3/8/21 13:56,457,15/5/19,3,,5/15/19 14:01,,,,,
1268,2/6/19 20:05,6,9,,,12/3/20 21:23,240,B 22/7/19,20,8/5/2019 20:05,7/22/19 20:05,,,,,
3896,3/19/20 21:49,9,9,,,12/23/20 14:44,2911,9/9/20 L.04,3,,9/12/20 3:00,,,,,
1742,5/8/19 19:24,6,9,,,12/9/20 19:32,226,M 30/10/19,41,11/4/2019 19:24,10/30/19 19:24,,,,,
1744,5/8/19 19:26,6,9,,,12/9/20 19:33,210,M 30/10/19,41,11/4/2019 19:26,10/30/19 19:26,,,,,
1011,12/10/18 13:23,9,9,,,2/4/21 13:32,242,C 7/6/19,22,6/8/2019 13:23,6/7/19 13:22,,,,,
2966,11/4/19 12:21,9,9,,,1/25/21 12:37,427,24/3/20,3,,3/24/20 12:20,,,,,
3441,1/22/20 16:40,9,9,,,3/5/21 18:37,249,19/7/20 LOTE:021,26,7/20/2020 16:39,7/19/20 3:00,,,,,
1218,1/28/19 20:48,9,9,,,2/4/21 13:32,242,B 22/7/19,22,7/27/2019 20:48,7/22/19 20:48,,,,,
37,7/11/18 14:24,8,9,,,2/17/21 14:28,443,30/11/18,3,,11/30/19 14:24,,,,,
1320,2/13/19 16:40,8,9,,Concesión. Vto 8/1/19.,2/17/21 14:28,443,8/8/2019,3,,8/8/19 16:39,,,,,
1896,5/29/19 19:16,9,9,,Avena de prueba.,2/23/21 14:42,432,17/5/20,3,,5/17/20 19:16,,,,,
3435,1/22/20 13:34,9,9,,,3/2/21 19:15,2946,19/7/20 LOTE:021 ,3,,7/19/20 3:00,,,,,
65,7/11/18 15:41,9,9,,,12/23/20 14:49,269,11/11/18 L.01,31,,11/11/18 15:41,,,,,
1416,3/11/19 15:42,8,8,,,1/28/20 13:04,263,20/8/19 L.01,1,9/7/2019 15:42,8/20/19 15:42,,,,,
171,7/11/18 20:34,9,9,,,3/9/20 19:44,272,7/12/18 L.03,1,1/7/2019 20:34,12/7/18 20:34,,,,,
1490,3/26/19 19:27,8,9,,,1/28/20 13:04,263,28/7/19 L.01,1,9/22/2019 19:27,7/28/19 19:27,,,,,
564,9/19/18 19:25,9,9,,,2/27/20 17:39,438,W4 30/11/19,3,,11/30/19 19:24,,,,,
2886,10/21/19 17:55,9,8,,1903,6/9/20 13:59,456,30/03/2020,3,,3/30/20 3:00,,,,,
1293,2/11/19 13:27,9,9,,,12/27/19 19:40,250,28/7/19 LOTE:29,1,8/10/2019 13:27,7/28/19 13:27,,,,,
1357,2/25/19 14:55,8,9,,,1/21/20 18:31,255,10/8/19 LOTE:618,1,8/24/2019 14:55,8/10/19 14:55,,,,,
